-0.28547-0.40169i,-0.066855-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066854-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066853-0.57035i,0.16545+0.32165i
-0.28547-0.40169i,-0.066853-0.57035i,0.16545+0.32165i
-0.28547-0.40168i,-0.066853-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066853-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066853-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066853-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066852-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066852-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066852-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066852-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066852-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066852-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40168i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40167i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40167i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40167i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40167i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40167i,-0.066851-0.57036i,0.16545+0.32165i
-0.28547-0.40167i,-0.06685-0.57036i,0.16544+0.32165i
-0.28547-0.40167i,-0.06685-0.57037i,0.16544+0.32165i
-0.28547-0.40167i,-0.06685-0.57037i,0.16544+0.32165i
-0.28547-0.40167i,-0.06685-0.57037i,0.16544+0.32165i
-0.28547-0.40167i,-0.06685-0.57037i,0.16544+0.32165i
-0.28547-0.40167i,-0.06685-0.57037i,0.16544+0.32165i
-0.28547-0.40167i,-0.066849-0.57037i,0.16544+0.32165i
-0.28547-0.40166i,-0.066849-0.57037i,0.16544+0.32165i
-0.28547-0.40166i,-0.066849-0.57037i,0.16544+0.32165i
-0.28547-0.40166i,-0.066849-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066849-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066849-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40166i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40165i,-0.066848-0.57037i,0.16544+0.32165i
-0.28548-0.40165i,-0.066847-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066847-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066847-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066847-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066847-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066847-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066846-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066846-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066846-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066846-0.57038i,0.16544+0.32165i
-0.28548-0.40165i,-0.066846-0.57038i,0.16544+0.32165i
-0.28548-0.40164i,-0.066846-0.57038i,0.16544+0.32165i
-0.28548-0.40164i,-0.066845-0.57038i,0.16544+0.32165i
-0.28548-0.40164i,-0.066845-0.57038i,0.16543+0.32165i
-0.28548-0.40164i,-0.066845-0.57038i,0.16543+0.32165i
-0.28548-0.40164i,-0.066845-0.57038i,0.16543+0.32165i
-0.28548-0.40164i,-0.066845-0.57038i,0.16543+0.32165i
-0.28548-0.40164i,-0.066845-0.57038i,0.16543+0.32165i
-0.28548-0.40164i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40164i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40164i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40164i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40164i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066844-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066843-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066843-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066843-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066843-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066843-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066843-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066842-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066842-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066842-0.57039i,0.16543+0.32165i
-0.28548-0.40163i,-0.066842-0.57039i,0.16543+0.32165i
-0.28548-0.40162i,-0.066842-0.57039i,0.16543+0.32165i
-0.28548-0.40162i,-0.066842-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.066841-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.06684-0.5704i,0.16543+0.32165i
-0.28548-0.40162i,-0.06684-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.06684-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.06684-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.06684-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.06684-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.066839-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.066839-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.066839-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.066839-0.5704i,0.16542+0.32165i
-0.28548-0.40161i,-0.066839-0.57041i,0.16542+0.32165i
-0.28548-0.40161i,-0.066839-0.57041i,0.16542+0.32165i
-0.28548-0.40161i,-0.066838-0.57041i,0.16542+0.32165i
-0.28548-0.40161i,-0.066838-0.57041i,0.16542+0.32165i
-0.28548-0.4016i,-0.066838-0.57041i,0.16542+0.32165i
-0.28548-0.4016i,-0.066838-0.57041i,0.16542+0.32165i
-0.28548-0.4016i,-0.066838-0.57041i,0.16542+0.32165i
-0.28548-0.4016i,-0.066838-0.57041i,0.16542+0.32165i
-0.28548-0.4016i,-0.066837-0.57041i,0.16542+0.32165i
-0.28548-0.4016i,-0.066837-0.57041i,0.16542+0.32165i
